x,z,alpha
-8.14961,5.59843,0.909696
-8.14961,5.74016,0.910373
-8.14961,5.88189,0.91105
-8.14961,6.02362,0.911727
-8.14961,6.16535,0.912403
-8.14961,6.30709,0.913078
-8.14961,6.44882,0.913752
-8.14961,6.59055,0.914423
-8.14961,6.73228,0.915092
-8.14961,6.87402,0.915758
-8.14961,7.01575,0.916422
-8.14961,7.15748,0.917082
-8.14961,7.29921,0.917738
-8.14961,7.44094,0.918391
-8.14961,7.58268,0.919039
-8.14961,7.72441,0.919683
-8.14961,7.86614,0.920323
-8.14961,8.00787,0.920958
-8.14961,8.14961,0.921588
-8.14961,8.29134,0.922213
-8.14961,8.43307,0.922833
-8.14961,8.5748,0.923442
-8.14961,8.71654,0.924145
-8.14961,8.85827,0.924712
-8.14961,9,0.925002
-8.00787,-9,0.924448
-8.00787,-8.85827,0.924149
-8.00787,-8.71654,0.923556
-8.00787,-8.5748,0.922831
-8.00787,-8.43307,0.922207
-8.00787,-8.29134,0.921573
-8.00787,-8.14961,0.920932
-8.00787,-8.00787,0.920286
-8.00787,-7.86614,0.919635
-8.00787,-7.72441,0.918978
-8.00787,-7.58268,0.918317
-8.00787,-7.44094,0.917651
-8.00787,-7.29921,0.91698
-8.00787,-7.15748,0.916306
-8.00787,-7.01575,0.915627
-8.00787,-6.87402,0.914944
-8.00787,-6.73228,0.914259
-8.00787,-6.59055,0.91357
-8.00787,-6.44882,0.912878
-8.00787,-6.30709,0.912184
-8.00787,-6.16535,0.911487
-8.00787,-6.02362,0.91079
-8.00787,-5.88189,0.910091
-8.00787,-5.74016,0.909391
-8.00787,-5.59843,0.908692
-8.00787,-5.45669,0.907992
-8.00787,-5.31496,0.907294
-8.00787,-5.17323,0.906598
-8.00787,-5.0315,0.905904
-8.00787,-4.88976,0.905213
-8.00787,-4.74803,0.904525
-8.00787,-4.6063,0.903843
-8.00787,-4.46457,0.903165
-8.00787,-4.32283,0.902494
-8.00787,-4.1811,0.901829
-8.00787,-4.03937,0.901173
-8.00787,-3.89764,0.900525
-8.00787,-3.75591,0.899887
-8.00787,-3.61417,0.89926
-8.00787,-3.47244,0.898645
-8.00787,-3.33071,0.898043
-8.00787,-3.18898,0.897454
-8.00787,-3.04724,0.896881
-8.00787,-2.90551,0.896324
-8.00787,-2.76378,0.895784
-8.00787,-2.62205,0.895262
-8.00787,-2.48031,0.89476
-8.00787,-2.33858,0.894278
-8.00787,-2.19685,0.893818
-8.00787,-2.05512,0.89338
-8.00787,-1.91339,0.892967
-8.00787,-1.77165,0.892578
-8.00787,-1.62992,0.892215
-8.00787,-1.48819,0.891878
-8.00787,-1.34646,0.891569
-8.00787,-1.20472,0.891289
-8.00787,-1.06299,0.891038
-8.00787,-0.92126,0.890817
-8.00787,-0.779528,0.890626
-8.00787,-0.637795,0.890466
-8.00787,-0.496063,0.890338
-8.00787,-0.354331,0.890242
-8.00787,-0.212598,0.890178
-8.00787,-0.0708661,0.890147
-8.00787,0.0708661,0.890148
-8.00787,0.212598,0.890181
-8.00787,0.354331,0.890247
-8.00787,0.496063,0.890345
-8.00787,0.637795,0.890475
-8.00787,0.779528,0.890636
-8.00787,0.92126,0.890829
-8.00787,1.06299,0.891052
-8.00787,1.20472,0.891305
-8.00787,1.34646,0.891587
-8.00787,1.48819,0.891898
-8.00787,1.62992,0.892236
-8.00787,1.77165,0.8926
-8.00787,1.91339,0.892991
-8.00787,2.05512,0.893406
-8.00787,2.19685,0.893845
-8.00787,2.33858,0.894306
-8.00787,2.48031,0.894789
-8.00787,2.62205,0.895293
-8.00787,2.76378,0.895816
-8.00787,2.90551,0.896357
-8.00787,3.04724,0.896916
-8.00787,3.18898,0.89749
-8.00787,3.33071,0.898079
-8.00787,3.47244,0.898683
-8.00787,3.61417,0.899299
-8.00787,3.75591,0.899927
-8.00787,3.89764,0.900565
-8.00787,4.03937,0.901213
-8.00787,4.1811,0.90187
-8.00787,4.32283,0.902535
-8.00787,4.46457,0.903207
-8.00787,4.6063,0.903885
-8.00787,4.74803,0.904568
-8.00787,4.88976,0.905256
-8.00787,5.0315,0.905948
-8.00787,5.17323,0.906642
-8.00787,5.31496,0.907339
-8.00787,5.45669,0.908037
-8.00787,5.59843,0.908736
-8.00787,5.74016,0.909436
-8.00787,5.88189,0.910135
-8.00787,6.02362,0.910834
-8.00787,6.16535,0.911532
-8.00787,6.30709,0.912228
-8.00787,6.44882,0.912922
-8.00787,6.59055,0.913614
-8.00787,6.73228,0.914303
-8.00787,6.87402,0.914989
-8.00787,7.01575,0.915671
-8.00787,7.15748,0.91635
-8.00787,7.29921,0.917024
-8.00787,7.44094,0.917695
-8.00787,7.58268,0.91836
-8.00787,7.72441,0.919021
-8.00787,7.86614,0.919677
-8.00787,8.00787,0.920329
-8.00787,8.14961,0.920974
-8.00787,8.29134,0.921615
-8.00787,8.43307,0.922249
-8.00787,8.5748,0.922872
-8.00787,8.71654,0.92359
-8.00787,8.85827,0.92417
-8.00787,9,0.924465
-7.86614,-9,0.923923
-7.86614,-8.85827,0.923621
-7.86614,-8.71654,0.923014
-7.86614,-8.5748,0.922272
-7.86614,-8.43307,0.921634
-7.86614,-8.29134,0.920985
-7.86614,-8.14961,0.920329
-7.86614,-8.00787,0.919667
-7.86614,-7.86614,0.919
-7.86614,-7.72441,0.918327
-7.86614,-7.58268,0.917649
-7.86614,-7.44094,0.916965
-7.86614,-7.29921,0.916277
-7.86614,-7.15748,0.915584
-7.86614,-7.01575,0.914887
-7.86614,-6.87402,0.914185
-7.86614,-6.73228,0.913479
-7.86614,-6.59055,0.91277
-7.86614,-6.44882,0.912058
-7.86614,-6.30709,0.911343
-7.86614,-6.16535,0.910625
-7.86614,-6.02362,0.909906
-7.86614,-5.88189,0.909185
-7.86614,-5.74016,0.908463
-7.86614,-5.59843,0.90774
-7.86614,-5.45669,0.907017
-7.86614,-5.31496,0.906295
-7.86614,-5.17323,0.905575
-7.86614,-5.0315,0.904856
-7.86614,-4.88976,0.90414
-7.86614,-4.74803,0.903427
-7.86614,-4.6063,0.902719
-7.86614,-4.46457,0.902016
-7.86614,-4.32283,0.901318
-7.86614,-4.1811,0.900628
-7.86614,-4.03937,0.899945
-7.86614,-3.89764,0.899271
-7.86614,-3.75591,0.898607
-7.86614,-3.61417,0.897954
-7.86614,-3.47244,0.897312
-7.86614,-3.33071,0.896684
-7.86614,-3.18898,0.89607
-7.86614,-3.04724,0.895471
-7.86614,-2.90551,0.894888
-7.86614,-2.76378,0.894324
-7.86614,-2.62205,0.893778
-7.86614,-2.48031,0.893252
-7.86614,-2.33858,0.892747
-7.86614,-2.19685,0.892265
-7.86614,-2.05512,0.891806
-7.86614,-1.91339,0.891372
-7.86614,-1.77165,0.890964
-7.86614,-1.62992,0.890583
-7.86614,-1.48819,0.89023
-7.86614,-1.34646,0.889905
-7.86614,-1.20472,0.889611
-7.86614,-1.06299,0.889347
-7.86614,-0.92126,0.889114
-7.86614,-0.779528,0.888913
-7.86614,-0.637795,0.888745
-7.86614,-0.496063,0.888611
-7.86614,-0.354331,0.888509
-7.86614,-0.212598,0.888442
-7.86614,-0.0708661,0.888409
-7.86614,0.0708661,0.88841
-7.86614,0.212598,0.888445
-7.86614,0.354331,0.888514
-7.86614,0.496063,0.888618
-7.86614,0.637795,0.888754
-7.86614,0.779528,0.888924
-7.86614,0.92126,0.889127
-7.86614,1.06299,0.889361
-7.86614,1.20472,0.889627
-7.86614,1.34646,0.889924
-7.86614,1.48819,0.89025
-7.86614,1.62992,0.890605
-7.86614,1.77165,0.890988
-7.86614,1.91339,0.891398
-7.86614,2.05512,0.891833
-7.86614,2.19685,0.892293
-7.86614,2.33858,0.892777
-7.86614,2.48031,0.893283
-7.86614,2.62205,0.89381
-7.86614,2.76378,0.894357
-7.86614,2.90551,0.894923
-7.86614,3.04724,0.895507
-7.86614,3.18898,0.896107
-7.86614,3.33071,0.896722
-7.86614,3.47244,0.897351
-7.86614,3.61417,0.897994
-7.86614,3.75591,0.898648
-7.86614,3.89764,0.899312
-7.86614,4.03937,0.899987
-7.86614,4.1811,0.90067
-7.86614,4.32283,0.901361
-7.86614,4.46457,0.902059
-7.86614,4.6063,0.902763
-7.86614,4.74803,0.903472
-7.86614,4.88976,0.904185
-7.86614,5.0315,0.904901
-7.86614,5.17323,0.90562
-7.86614,5.31496,0.906341
-7.86614,5.45669,0.907063
-7.86614,5.59843,0.907786
-7.86614,5.74016,0.908509
-7.86614,5.88189,0.909231
-7.86614,6.02362,0.909952
-7.86614,6.16535,0.910671
-7.86614,6.30709,0.911389
-7.86614,6.44882,0.912104
-7.86614,6.59055,0.912816
-7.86614,6.73228,0.913525
-7.86614,6.87402,0.914231
-7.86614,7.01575,0.914932
-7.86614,7.15748,0.915629
-7.86614,7.29921,0.916322
-7.86614,7.44094,0.91701
-7.86614,7.58268,0.917693
-7.86614,7.72441,0.918371
-7.86614,7.86614,0.919044
-7.86614,8.00787,0.919711
-7.86614,8.14961,0.920372
-7.86614,8.29134,0.921028
-7.86614,8.43307,0.921677
-7.86614,8.5748,0.922314
-7.86614,8.71654,0.923048
-7.86614,8.85827,0.923643
-7.86614,9,0.923941
-7.72441,-9,0.923381
-7.72441,-8.85827,0.923073
-7.72441,-8.71654,0.922452
-7.72441,-8.5748,0.921696
-7.72441,-8.43307,0.921043
-7.72441,-8.29134,0.920378
-7.72441,-8.14961,0.919706
-7.72441,-8.00787,0.919028
-7.72441,-7.86614,0.918343
-7.72441,-7.72441,0.917653
-7.72441,-7.58268,0.916957
-7.72441,-7.44094,0.916256
-7.72441,-7.29921,0.915549
-7.72441,-7.15748,0.914837
-7.72441,-7.01575,0.91412
-7.72441,-6.87402,0.913398
-7.72441,-6.73228,0.912672
-7.72441,-6.59055,0.911941
-7.72441,-6.44882,0.911207
-7.72441,-6.30709,0.91047
-7.72441,-6.16535,0.90973
-7.72441,-6.02362,0.908987
-7.72441,-5.88189,0.908242
-7.72441,-5.74016,0.907496
-7.72441,-5.59843,0.906749
-7.72441,-5.45669,0.906001
-7.72441,-5.31496,0.905254
-7.72441,-5.17323,0.904507
-7.72441,-5.0315,0.903762
-7.72441,-4.88976,0.903019
-7.72441,-4.74803,0.90228
-7.72441,-4.6063,0.901544
-7.72441,-4.46457,0.900813
-7.72441,-4.32283,0.900088
-7.72441,-4.1811,0.899369
-7.72441,-4.03937,0.898658
-7.72441,-3.89764,0.897956
-7.72441,-3.75591,0.897264
-7.72441,-3.61417,0.896582
-7.72441,-3.47244,0.895912
-7.72441,-3.33071,0.895256
-7.72441,-3.18898,0.894614
-7.72441,-3.04724,0.893987
-7.72441,-2.90551,0.893377
-7.72441,-2.76378,0.892786
-7.72441,-2.62205,0.892214
-7.72441,-2.48031,0.891662
-7.72441,-2.33858,0.891133
-7.72441,-2.19685,0.890626
-7.72441,-2.05512,0.890145
-7.72441,-1.91339,0.889688
-7.72441,-1.77165,0.889259
-7.72441,-1.62992,0.888858
-7.72441,-1.48819,0.888486
-7.72441,-1.34646,0.888145
-7.72441,-1.20472,0.887834
-7.72441,-1.06299,0.887556
-7.72441,-0.92126,0.887311
-7.72441,-0.779528,0.887099
-7.72441,-0.637795,0.886922
-7.72441,-0.496063,0.88678
-7.72441,-0.354331,0.886673
-7.72441,-0.212598,0.886602
-7.72441,-0.0708661,0.886567
-7.72441,0.0708661,0.886569
-7.72441,0.212598,0.886606
-7.72441,0.354331,0.886679
-7.72441,0.496063,0.886788
-7.72441,0.637795,0.886932
-7.72441,0.779528,0.887111
-7.72441,0.92126,0.887324
-7.72441,1.06299,0.887572
-7.72441,1.20472,0.887852
-7.72441,1.34646,0.888164
-7.72441,1.48819,0.888508
-7.72441,1.62992,0.888881
-7.72441,1.77165,0.889284
-7.72441,1.91339,0.889715
-7.72441,2.05512,0.890173
-7.72441,2.19685,0.890656
-7.72441,2.33858,0.891164
-7.72441,2.48031,0.891695
-7.72441,2.62205,0.892247
-7.72441,2.76378,0.892821
-7.72441,2.90551,0.893414
-7.72441,3.04724,0.894024
-7.72441,3.18898,0.894652
-7.72441,3.33071,0.895295
-7.72441,3.47244,0.895953
-7.72441,3.61417,0.896623
-7.72441,3.75591,0.897306
-7.72441,3.89764,0.897999
-7.72441,4.03937,0.898702
-7.72441,4.1811,0.899413
-7.72441,4.32283,0.900133
-7.72441,4.46457,0.900858
-7.72441,4.6063,0.90159
-7.72441,4.74803,0.902326
-7.72441,4.88976,0.903066
-7.72441,5.0315,0.903809
-7.72441,5.17323,0.904554
-7.72441,5.31496,0.905301
-7.72441,5.45669,0.906048
-7.72441,5.59843,0.906796
-7.72441,5.74016,0.907543
-7.72441,5.88189,0.90829
-7.72441,6.02362,0.909034
-7.72441,6.16535,0.909777
-7.72441,6.30709,0.910517
-7.72441,6.44882,0.911255
-7.72441,6.59055,0.911988
-7.72441,6.73228,0.912718
-7.72441,6.87402,0.913444
-7.72441,7.01575,0.914166
-7.72441,7.15748,0.914883
-7.72441,7.29921,0.915595
-7.72441,7.44094,0.916302
-7.72441,7.58268,0.917003
-7.72441,7.72441,0.917698
-7.72441,7.86614,0.918388
-7.72441,8.00787,0.919072
-7.72441,8.14961,0.91975
-7.72441,8.29134,0.920422
-7.72441,8.43307,0.921086
-7.72441,8.5748,0.921738
-7.72441,8.71654,0.922487
-7.72441,8.85827,0.923096
-7.72441,9,0.923399
-7.58268,-9,0.92282
-7.58268,-8.85827,0.922504
-7.58268,-8.71654,0.92187
-7.58268,-8.5748,0.921102
-7.58268,-8.43307,0.920432
-7.58268,-8.29134,0.919751
-7.58268,-8.14961,0.919062
-7.58268,-8.00787,0.918367
-7.58268,-7.86614,0.917665
-7.58268,-7.72441,0.916957
-7.58268,-7.58268,0.916242
-7.58268,-7.44094,0.915521
-7.58268,-7.29921,0.914795
-7.58268,-7.15748,0.914062
-7.58268,-7.01575,0.913324
-7.58268,-6.87402,0.912581
-7.58268,-6.73228,0.911833
-7.58268,-6.59055,0.911081
-7.58268,-6.44882,0.910324
-7.58268,-6.30709,0.909563
-7.58268,-6.16535,0.908799
-7.58268,-6.02362,0.908031
-7.58268,-5.88189,0.907261
-7.58268,-5.74016,0.90649
-7.58268,-5.59843,0.905716
-7.58268,-5.45669,0.904942
-7.58268,-5.31496,0.904167
-7.58268,-5.17323,0.903393
-7.58268,-5.0315,0.90262
-7.58268,-4.88976,0.901849
-7.58268,-4.74803,0.90108
-7.58268,-4.6063,0.900315
-7.58268,-4.46457,0.899555
-7.58268,-4.32283,0.898799
-7.58268,-4.1811,0.898051
-7.58268,-4.03937,0.897309
-7.58268,-3.89764,0.896577
-7.58268,-3.75591,0.895853
-7.58268,-3.61417,0.895141
-7.58268,-3.47244,0.894441
-7.58268,-3.33071,0.893754
-7.58268,-3.18898,0.893081
-7.58268,-3.04724,0.892425
-7.58268,-2.90551,0.891786
-7.58268,-2.76378,0.891165
-7.58268,-2.62205,0.890564
-7.58268,-2.48031,0.889985
-7.58268,-2.33858,0.889428
-7.58268,-2.19685,0.888896
-7.58268,-2.05512,0.888389
-7.58268,-1.91339,0.887908
-7.58268,-1.77165,0.887456
-7.58268,-1.62992,0.887034
-7.58268,-1.48819,0.886641
-7.58268,-1.34646,0.886281
-7.58268,-1.20472,0.885953
-7.58268,-1.06299,0.88566
-7.58268,-0.92126,0.885401
-7.58268,-0.779528,0.885177
-7.58268,-0.637795,0.88499
-7.58268,-0.496063,0.88484
-7.58268,-0.354331,0.884727
-7.58268,-0.212598,0.884652
-7.58268,-0.0708661,0.884615
-7.58268,0.0708661,0.884616
-7.58268,0.212598,0.884655
-7.58268,0.354331,0.884732
-7.58268,0.496063,0.884847
-7.58268,0.637795,0.885
-7.58268,0.779528,0.885189
-7.58268,0.92126,0.885415
-7.58268,1.06299,0.885676
-7.58268,1.20472,0.885972
-7.58268,1.34646,0.886301
-7.58268,1.48819,0.886664
-7.58268,1.62992,0.887058
-7.58268,1.77165,0.887482
-7.58268,1.91339,0.887936
-7.58268,2.05512,0.888418
-7.58268,2.19685,0.888927
-7.58268,2.33858,0.889461
-7.58268,2.48031,0.890019
-7.58268,2.62205,0.8906
-7.58268,2.76378,0.891202
-7.58268,2.90551,0.891824
-7.58268,3.04724,0.892464
-7.58268,3.18898,0.893122
-7.58268,3.33071,0.893795
-7.58268,3.47244,0.894483
-7.58268,3.61417,0.895184
-7.58268,3.75591,0.895897
-7.58268,3.89764,0.896621
-7.58268,4.03937,0.897355
-7.58268,4.1811,0.898096
-7.58268,4.32283,0.898846
-7.58268,4.46457,0.899601
-7.58268,4.6063,0.900362
-7.58268,4.74803,0.901128
-7.58268,4.88976,0.901897
-7.58268,5.0315,0.902668
-7.58268,5.17323,0.903441
-7.58268,5.31496,0.904216
-7.58268,5.45669,0.90499
-7.58268,5.59843,0.905765
-7.58268,5.74016,0.906538
-7.58268,5.88189,0.90731
-7.58268,6.02362,0.90808
-7.58268,6.16535,0.908847
-7.58268,6.30709,0.909612
-7.58268,6.44882,0.910372
-7.58268,6.59055,0.911129
-7.58268,6.73228,0.911881
-7.58268,6.87402,0.912629
-7.58268,7.01575,0.913372
-7.58268,7.15748,0.91411
-7.58268,7.29921,0.914842
-7.58268,7.44094,0.915568
-7.58268,7.58268,0.916289
-7.58268,7.72441,0.917003
-7.58268,7.86614,0.917711
-7.58268,8.00787,0.918412
-7.58268,8.14961,0.919107
-7.58268,8.29134,0.919796
-7.58268,8.43307,0.920476
-7.58268,8.5748,0.921145
-7.58268,8.71654,0.921907
-7.58268,8.85827,0.922527
-7.58268,9,0.922838
-7.44094,-9,0.922273
-7.44094,-8.85827,0.92195
-7.44094,-8.71654,0.921302
-7.44094,-8.5748,0.920518
-7.44094,-8.43307,0.919833
-7.44094,-8.29134,0.919135
-7.44094,-8.14961,0.91843
-7.44094,-8.00787,0.917717
-7.44094,-7.86614,0.916998
-7.44094,-7.72441,0.916271
-7.44094,-7.58268,0.915538
-7.44094,-7.44094,0.914798
-7.44094,-7.29921,0.914051
-7.44094,-7.15748,0.913299
-7.44094,-7.01575,0.91254
-7.44094,-6.87402,0.911775
-7.44094,-6.73228,0.911005
-7.44094,-6.59055,0.91023
-7.44094,-6.44882,0.90945
-7.44094,-6.30709,0.908666
-7.44094,-6.16535,0.907877
-7.44094,-6.02362,0.907085
-7.44094,-5.88189,0.906289
-7.44094,-5.74016,0.905491
-7.44094,-5.59843,0.904691
-7.44094,-5.45669,0.90389
-7.44094,-5.31496,0.903088
-7.44094,-5.17323,0.902285
-7.44094,-5.0315,0.901483
-7.44094,-4.88976,0.900683
-7.44094,-4.74803,0.899885
-7.44094,-4.6063,0.89909
-7.44094,-4.46457,0.898299
-7.44094,-4.32283,0.897513
-7.44094,-4.1811,0.896733
-7.44094,-4.03937,0.89596
-7.44094,-3.89764,0.895196
-7.44094,-3.75591,0.894441
-7.44094,-3.61417,0.893697
-7.44094,-3.47244,0.892965
-7.44094,-3.33071,0.892246
-7.44094,-3.18898,0.891543
-7.44094,-3.04724,0.890855
-7.44094,-2.90551,0.890185
-7.44094,-2.76378,0.889534
-7.44094,-2.62205,0.888903
-7.44094,-2.48031,0.888294
-7.44094,-2.33858,0.887709
-7.44094,-2.19685,0.887149
-7.44094,-2.05512,0.886616
-7.44094,-1.91339,0.88611
-7.44094,-1.77165,0.885634
-7.44094,-1.62992,0.885188
-7.44094,-1.48819,0.884775
-7.44094,-1.34646,0.884394
-7.44094,-1.20472,0.884048
-7.44094,-1.06299,0.883738
-7.44094,-0.92126,0.883465
-7.44094,-0.779528,0.883229
-7.44094,-0.637795,0.883031
-7.44094,-0.496063,0.882872
-7.44094,-0.354331,0.882753
-7.44094,-0.212598,0.882673
-7.44094,-0.0708661,0.882634
-7.44094,0.0708661,0.882635
-7.44094,0.212598,0.882677
-7.44094,0.354331,0.882758
-7.44094,0.496063,0.88288
-7.44094,0.637795,0.883041
-7.44094,0.779528,0.883241
-7.44094,0.92126,0.88348
-7.44094,1.06299,0.883755
-7.44094,1.20472,0.884068
-7.44094,1.34646,0.884416
-7.44094,1.48819,0.884798
-7.44094,1.62992,0.885213
-7.44094,1.77165,0.885661
-7.44094,1.91339,0.886139
-7.44094,2.05512,0.886646
-7.44094,2.19685,0.887182
-7.44094,2.33858,0.887743
-7.44094,2.48031,0.88833
-7.44094,2.62205,0.88894
-7.44094,2.76378,0.889572
-7.44094,2.90551,0.890224
-7.44094,3.04724,0.890896
-7.44094,3.18898,0.891584
-7.44094,3.33071,0.892289
-7.44094,3.47244,0.893009
-7.44094,3.61417,0.893742
-7.44094,3.75591,0.894487
-7.44094,3.89764,0.895242
-7.44094,4.03937,0.896007
-7.44094,4.1811,0.89678
-7.44094,4.32283,0.897561
-7.44094,4.46457,0.898347
-7.44094,4.6063,0.899139
-7.44094,4.74803,0.899934
-7.44094,4.88976,0.900733
-7.44094,5.0315,0.901533
-7.44094,5.17323,0.902335
-7.44094,5.31496,0.903138
-7.44094,5.45669,0.90394
-7.44094,5.59843,0.904742
-7.44094,5.74016,0.905542
-7.44094,5.88189,0.90634
-7.44094,6.02362,0.907135
-7.44094,6.16535,0.907927
-7.44094,6.30709,0.908716
-7.44094,6.44882,0.9095
-7.44094,6.59055,0.91028
-7.44094,6.73228,0.911055
-7.44094,6.87402,0.911825
-7.44094,7.01575,0.912589
-7.44094,7.15748,0.913347
-7.44094,7.29921,0.9141
-7.44094,7.44094,0.914846
-7.44094,7.58268,0.915586
-7.44094,7.72441,0.916319
-7.44094,7.86614,0.917045
-7.44094,8.00787,0.917764
-7.44094,8.14961,0.918476
-7.44094,8.29134,0.919181
-7.44094,8.43307,0.919878
-7.44094,8.5748,0.920563
-7.44094,8.71654,0.921339
-7.44094,8.85827,0.921973
-7.44094,9,0.922292
-7.29921,-9,0.921725
-7.29921,-8.85827,0.921396
-7.29921,-8.71654,0.920734
-7.29921,-8.5748,0.919935
-7.29921,-8.43307,0.919233
-7.29921,-8.29134,0.918519
-7.29921,-8.14961,0.917797
-7.29921,-8.00787,0.917067
-7.29921,-7.86614,0.916329
-7.29921,-7.72441,0.915584
-7.29921,-7.58268,0.914831
-7.29921,-7.44094,0.914071
-7.29921,-7.29921,0.913305
-7.29921,-7.15748,0.912531
-7.29921,-7.01575,0.911751
-7.29921,-6.87402,0.910964
-7.29921,-6.73228,0.910172
-7.29921,-6.59055,0.909373
-7.29921,-6.44882,0.908569
-7.29921,-6.30709,0.90776
-7.29921,-6.16535,0.906947
-7.29921,-6.02362,0.906129
-7.29921,-5.88189,0.905307
-7.29921,-5.74016,0.904482
-7.29921,-5.59843,0.903655
-7.29921,-5.45669,0.902825
-7.29921,-5.31496,0.901994
-7.29921,-5.17323,0.901162
-7.29921,-5.0315,0.90033
-7.29921,-4.88976,0.899499
-7.29921,-4.74803,0.89867
-7.29921,-4.6063,0.897844
-7.29921,-4.46457,0.897021
-7.29921,-4.32283,0.896203
-7.29921,-4.1811,0.89539
-7.29921,-4.03937,0.894585
-7.29921,-3.89764,0.893787
-7.29921,-3.75591,0.892999
-7.29921,-3.61417,0.892222
-7.29921,-3.47244,0.891456
-7.29921,-3.33071,0.890704
-7.29921,-3.18898,0.889967
-7.29921,-3.04724,0.889246
-7.29921,-2.90551,0.888544
-7.29921,-2.76378,0.88786
-7.29921,-2.62205,0.887198
-7.29921,-2.48031,0.886558
-7.29921,-2.33858,0.885943
-7.29921,-2.19685,0.885354
-7.29921,-2.05512,0.884792
-7.29921,-1.91339,0.884259
-7.29921,-1.77165,0.883756
-7.29921,-1.62992,0.883286
-7.29921,-1.48819,0.88285
-7.29921,-1.34646,0.882448
-7.29921,-1.20472,0.882083
-7.29921,-1.06299,0.881755
-7.29921,-0.92126,0.881466
-7.29921,-0.779528,0.881216
-7.29921,-0.637795,0.881007
-7.29921,-0.496063,0.880839
-7.29921,-0.354331,0.880713
-7.29921,-0.212598,0.880629
-7.29921,-0.0708661,0.880587
-7.29921,0.0708661,0.880588
-7.29921,0.212598,0.880632
-7.29921,0.354331,0.880719
-7.29921,0.496063,0.880847
-7.29921,0.637795,0.881018
-7.29921,0.779528,0.881229
-7.29921,0.92126,0.881481
-7.29921,1.06299,0.881773
-7.29921,1.20472,0.882103
-7.29921,1.34646,0.882471
-7.29921,1.48819,0.882874
-7.29921,1.62992,0.883313
-7.29921,1.77165,0.883785
-7.29921,1.91339,0.884289
-7.29921,2.05512,0.884824
-7.29921,2.19685,0.885387
-7.29921,2.33858,0.885978
-7.29921,2.48031,0.886595
-7.29921,2.62205,0.887236
-7.29921,2.76378,0.8879
-7.29921,2.90551,0.888585
-7.29921,3.04724,0.889289
-7.29921,3.18898,0.890011
-7.29921,3.33071,0.890749
-7.29921,3.47244,0.891502
-7.29921,3.61417,0.892268
-7.29921,3.75591,0.893047
-7.29921,3.89764,0.893836
-7.29921,4.03937,0.894634
-7.29921,4.1811,0.89544
-7.29921,4.32283,0.896253
-7.29921,4.46457,0.897071
-7.29921,4.6063,0.897895
-7.29921,4.74803,0.898721
-7.29921,4.88976,0.899551
-7.29921,5.0315,0.900382
-7.29921,5.17323,0.901214
-7.29921,5.31496,0.902046
-7.29921,5.45669,0.902877
-7.29921,5.59843,0.903707
-7.29921,5.74016,0.904534
-7.29921,5.88189,0.905359
-7.29921,6.02362,0.906181
-7.29921,6.16535,0.906998
-7.29921,6.30709,0.907812
-7.29921,6.44882,0.908621
-7.29921,6.59055,0.909424
-7.29921,6.73228,0.910223
-7.29921,6.87402,0.911015
-7.29921,7.01575,0.911801
-7.29921,7.15748,0.912581
-7.29921,7.29921,0.913354
-7.29921,7.44094,0.914121
-7.29921,7.58268,0.91488
-7.29921,7.72441,0.915632
-7.29921,7.86614,0.916377
-7.29921,8.00787,0.917114
-7.29921,8.14961,0.917844
-7.29921,8.29134,0.918566
-7.29921,8.43307,0.919279
-7.29921,8.5748,0.91998
-7.29921,8.71654,0.920772
-7.29921,8.85827,0.92142
-7.29921,9,0.921744
-7.15748,-9,0.921177
-7.15748,-8.85827,0.920841
-7.15748,-8.71654,0.920164
-7.15748,-8.5748,0.919349
-7.15748,-8.43307,0.918631
-7.15748,-8.29134,0.9179
-7.15748,-8.14961,0.917161
-7.15748,-8.00787,0.916413
-7.15748,-7.86614,0.915657
-7.15748,-7.72441,0.914893
-7.15748,-7.58268,0.91412
-7.15748,-7.44094,0.913341
-7.15748,-7.29921,0.912553
-7.15748,-7.15748,0.911758
-7.15748,-7.01575,0.910956
-7.15748,-6.87402,0.910147
-7.15748,-6.73228,0.909331
-7.15748,-6.59055,0.908508
-7.15748,-6.44882,0.90768
-7.15748,-6.30709,0.906846
-7.15748,-6.16535,0.906006
-7.15748,-6.02362,0.905162
-7.15748,-5.88189,0.904313
-7.15748,-5.74016,0.90346
-7.15748,-5.59843,0.902604
-7.15748,-5.45669,0.901745
-7.15748,-5.31496,0.900884
-7.15748,-5.17323,0.900021
-7.15748,-5.0315,0.899159
-7.15748,-4.88976,0.898296
-7.15748,-4.74803,0.897435
-7.15748,-4.6063,0.896575
-7.15748,-4.46457,0.895719
-7.15748,-4.32283,0.894867
-7.15748,-4.1811,0.89402
-7.15748,-4.03937,0.89318
-7.15748,-3.89764,0.892348
-7.15748,-3.75591,0.891525
-7.15748,-3.61417,0.890712
-7.15748,-3.47244,0.889911
-7.15748,-3.33071,0.889124
-7.15748,-3.18898,0.888351
-7.15748,-3.04724,0.887595
-7.15748,-2.90551,0.886858
-7.15748,-2.76378,0.88614
-7.15748,-2.62205,0.885444
-7.15748,-2.48031,0.884771
-7.15748,-2.33858,0.884123
-7.15748,-2.19685,0.883503
-7.15748,-2.05512,0.88291
-7.15748,-1.91339,0.882348
-7.15748,-1.77165,0.881818
-7.15748,-1.62992,0.881322
-7.15748,-1.48819,0.880861
-7.15748,-1.34646,0.880436
-7.15748,-1.20472,0.88005
